timestamp,co2_ppm,temperature_c,humidity_percent,zone
2026-04-27 15:30:00,377.15,25.92,41.89,Dubai_Industrial_Zone_1
2026-04-27 16:00:00,384.31,20.27,57.48,Dubai_Industrial_Zone_1
2026-04-27 16:30:00,388.84,24.05,59.57,Dubai_Industrial_Zone_1
2026-04-27 17:00:00,390.56,23.15,38.7,Dubai_Industrial_Zone_1
2026-04-27 17:30:00,378.62,26.21,33.24,Dubai_Industrial_Zone_1
2026-04-27 18:00:00,380.57,23.66,29.49,Dubai_Industrial_Zone_1
2026-04-27 18:30:00,377.85,25.6,36.86,Dubai_Industrial_Zone_1
2026-04-27 19:00:00,375.42,26.73,45.58,Dubai_Industrial_Zone_1
2026-04-27 19:30:00,386.92,26.25,51.96,Dubai_Industrial_Zone_1
2026-04-27 20:00:00,381.68,27.48,45.91,Dubai_Industrial_Zone_1
2026-04-27 20:30:00,378.97,24.82,26.44,Dubai_Industrial_Zone_1
2026-04-27 21:00:00,389.65,25.69,43.37,Dubai_Industrial_Zone_1
2026-04-27 21:30:00,389.06,28.35,56.65,Dubai_Industrial_Zone_1
2026-04-27 22:00:00,390.42,31.53,41.23,Dubai_Industrial_Zone_1
2026-04-27 22:30:00,390.08,28.05,44.58,Dubai_Industrial_Zone_1
2026-04-27 23:00:00,402.42,31.93,45.88,Dubai_Industrial_Zone_1
2026-04-27 23:30:00,402.92,29.77,25.05,Dubai_Industrial_Zone_1
2026-04-28 00:00:00,409.18,27.97,30.15,Dubai_Industrial_Zone_1
2026-04-28 00:30:00,424.58,34.35,47.12,Dubai_Industrial_Zone_1
2026-04-28 01:00:00,415.44,33.64,32.18,Dubai_Industrial_Zone_1
2026-04-28 01:30:00,416.85,35.92,48.18,Dubai_Industrial_Zone_1
2026-04-28 02:00:00,424.57,36.85,20.0,Dubai_Industrial_Zone_1
2026-04-28 02:30:00,431.78,37.98,22.59,Dubai_Industrial_Zone_1
2026-04-28 03:00:00,429.42,37.88,43.67,Dubai_Industrial_Zone_1
2026-04-28 03:30:00,437.13,33.84,41.55,Dubai_Industrial_Zone_1
2026-04-28 04:00:00,438.4,35.59,44.75,Dubai_Industrial_Zone_1
2026-04-28 04:30:00,442.71,42.06,50.85,Dubai_Industrial_Zone_1
2026-04-28 05:00:00,440.21,36.9,20.0,Dubai_Industrial_Zone_1
2026-04-28 05:30:00,434.02,39.75,20.0,Dubai_Industrial_Zone_1
2026-04-28 06:00:00,440.09,39.87,51.66,Dubai_Industrial_Zone_1
2026-04-28 06:30:00,437.6,39.04,20.0,Dubai_Industrial_Zone_1
2026-04-28 07:00:00,441.21,39.65,22.22,Dubai_Industrial_Zone_1
2026-04-28 07:30:00,439.25,40.75,20.0,Dubai_Industrial_Zone_1
2026-04-28 08:00:00,425.79,40.77,38.78,Dubai_Industrial_Zone_1
2026-04-28 08:30:00,427.95,38.64,20.0,Dubai_Industrial_Zone_1
2026-04-28 09:00:00,433.73,36.23,35.65,Dubai_Industrial_Zone_1
2026-04-28 09:30:00,429.81,37.88,34.2,Dubai_Industrial_Zone_1
2026-04-28 10:00:00,424.46,35.38,20.19,Dubai_Industrial_Zone_1
2026-04-28 10:30:00,427.35,38.6,45.58,Dubai_Industrial_Zone_1
2026-04-28 11:00:00,422.03,34.14,55.13,Dubai_Industrial_Zone_1
2026-04-28 11:30:00,414.03,30.59,36.07,Dubai_Industrial_Zone_1
2026-04-28 12:00:00,413.85,28.73,47.04,Dubai_Industrial_Zone_1
2026-04-28 12:30:00,405.97,35.22,29.49,Dubai_Industrial_Zone_1
2026-04-28 13:00:00,401.38,32.2,54.28,Dubai_Industrial_Zone_1
2026-04-28 13:30:00,401.67,26.02,27.12,Dubai_Industrial_Zone_1
2026-04-28 14:00:00,395.64,25.32,44.08,Dubai_Industrial_Zone_1
2026-04-28 14:30:00,395.1,24.89,29.73,Dubai_Industrial_Zone_1
2026-04-28 15:00:00,393.02,27.05,60.0,Dubai_Industrial_Zone_1
2026-04-28 15:30:00,393.77,25.45,40.94,Dubai_Industrial_Zone_1
2026-04-28 16:00:00,382.77,26.13,60.0,Dubai_Industrial_Zone_1
2026-04-28 16:30:00,381.79,23.9,50.26,Dubai_Industrial_Zone_1
2026-04-28 17:00:00,381.63,24.15,46.51,Dubai_Industrial_Zone_1
2026-04-28 17:30:00,386.85,23.64,41.97,Dubai_Industrial_Zone_1
2026-04-28 18:00:00,379.31,27.6,32.48,Dubai_Industrial_Zone_1
2026-04-28 18:30:00,383.98,24.98,27.88,Dubai_Industrial_Zone_1
2026-04-28 19:00:00,381.0,19.98,60.0,Dubai_Industrial_Zone_1
2026-04-28 19:30:00,382.09,25.1,43.16,Dubai_Industrial_Zone_1
2026-04-28 20:00:00,381.83,26.05,60.0,Dubai_Industrial_Zone_1
2026-04-28 20:30:00,389.73,22.49,60.0,Dubai_Industrial_Zone_1
2026-04-28 21:00:00,382.87,24.56,41.25,Dubai_Industrial_Zone_1
2026-04-28 21:30:00,385.2,26.26,60.0,Dubai_Industrial_Zone_1
2026-04-28 22:00:00,397.46,28.44,57.32,Dubai_Industrial_Zone_1
2026-04-28 22:30:00,396.0,25.26,42.8,Dubai_Industrial_Zone_1
2026-04-28 23:00:00,409.21,28.71,28.66,Dubai_Industrial_Zone_1
2026-04-28 23:30:00,400.98,29.4,36.31,Dubai_Industrial_Zone_1
2026-04-29 00:00:00,416.93,30.05,23.28,Dubai_Industrial_Zone_1
2026-04-29 00:30:00,412.47,37.11,36.28,Dubai_Industrial_Zone_1
2026-04-29 01:00:00,418.73,33.11,25.0,Dubai_Industrial_Zone_1
2026-04-29 01:30:00,423.75,35.04,41.76,Dubai_Industrial_Zone_1
2026-04-29 02:00:00,430.95,37.89,46.53,Dubai_Industrial_Zone_1
2026-04-29 02:30:00,423.25,39.26,45.32,Dubai_Industrial_Zone_1
2026-04-29 03:00:00,440.62,38.0,28.46,Dubai_Industrial_Zone_1
2026-04-29 03:30:00,440.94,37.09,24.25,Dubai_Industrial_Zone_1
2026-04-29 04:00:00,436.01,37.31,49.62,Dubai_Industrial_Zone_1
2026-04-29 04:30:00,442.47,42.55,20.0,Dubai_Industrial_Zone_1
2026-04-29 05:00:00,437.08,41.04,45.47,Dubai_Industrial_Zone_1
2026-04-29 05:30:00,440.57,42.09,28.77,Dubai_Industrial_Zone_1
2026-04-29 06:00:00,440.29,39.28,31.68,Dubai_Industrial_Zone_1
2026-04-29 06:30:00,442.4,40.66,29.3,Dubai_Industrial_Zone_1
2026-04-29 07:00:00,444.38,37.49,23.36,Dubai_Industrial_Zone_1
2026-04-29 07:30:00,435.84,35.77,28.17,Dubai_Industrial_Zone_1
2026-04-29 08:00:00,441.22,37.59,40.8,Dubai_Industrial_Zone_1
2026-04-29 08:30:00,430.08,38.58,30.62,Dubai_Industrial_Zone_1
2026-04-29 09:00:00,435.05,34.29,25.19,Dubai_Industrial_Zone_1
2026-04-29 09:30:00,435.37,37.39,39.55,Dubai_Industrial_Zone_1
2026-04-29 10:00:00,432.31,34.8,26.61,Dubai_Industrial_Zone_1
2026-04-29 10:30:00,416.11,36.73,55.18,Dubai_Industrial_Zone_1
2026-04-29 11:00:00,420.96,36.45,20.02,Dubai_Industrial_Zone_1
2026-04-29 11:30:00,408.68,34.04,30.25,Dubai_Industrial_Zone_1
2026-04-29 12:00:00,411.04,32.17,59.68,Dubai_Industrial_Zone_1
2026-04-29 12:30:00,405.12,29.22,41.79,Dubai_Industrial_Zone_1
2026-04-29 13:00:00,401.93,30.5,32.66,Dubai_Industrial_Zone_1
2026-04-29 13:30:00,385.24,26.49,30.62,Dubai_Industrial_Zone_1
2026-04-29 14:00:00,396.52,33.85,24.37,Dubai_Industrial_Zone_1
2026-04-29 14:30:00,393.36,27.8,24.0,Dubai_Industrial_Zone_1
2026-04-29 15:00:00,390.95,27.53,42.63,Dubai_Industrial_Zone_1
2026-04-29 15:30:00,384.43,27.35,43.82,Dubai_Industrial_Zone_1
2026-04-29 16:00:00,387.51,26.72,54.86,Dubai_Industrial_Zone_1
2026-04-29 16:30:00,393.7,27.08,52.24,Dubai_Industrial_Zone_1
2026-04-29 17:00:00,380.99,21.54,46.19,Dubai_Industrial_Zone_1
2026-04-29 17:30:00,377.69,26.53,49.15,Dubai_Industrial_Zone_1
2026-04-29 18:00:00,376.11,20.9,33.57,Dubai_Industrial_Zone_1
2026-04-29 18:30:00,370.02,26.63,57.44,Dubai_Industrial_Zone_1
2026-04-29 19:00:00,374.06,22.15,55.14,Dubai_Industrial_Zone_1
2026-04-29 19:30:00,381.28,25.44,48.47,Dubai_Industrial_Zone_1
2026-04-29 20:00:00,392.66,28.36,42.67,Dubai_Industrial_Zone_1
2026-04-29 20:30:00,399.3,23.14,49.88,Dubai_Industrial_Zone_1
2026-04-29 21:00:00,386.52,25.77,60.0,Dubai_Industrial_Zone_1
2026-04-29 21:30:00,396.6,24.39,50.46,Dubai_Industrial_Zone_1
2026-04-29 22:00:00,391.39,30.32,51.08,Dubai_Industrial_Zone_1
2026-04-29 22:30:00,399.41,28.19,27.23,Dubai_Industrial_Zone_1
2026-04-29 23:00:00,402.6,29.07,44.89,Dubai_Industrial_Zone_1
2026-04-29 23:30:00,400.38,32.53,46.42,Dubai_Industrial_Zone_1
2026-04-30 00:00:00,413.0,33.25,32.81,Dubai_Industrial_Zone_1
2026-04-30 00:30:00,416.79,31.55,54.45,Dubai_Industrial_Zone_1
2026-04-30 01:00:00,413.36,36.35,35.54,Dubai_Industrial_Zone_1
2026-04-30 01:30:00,423.19,35.7,20.0,Dubai_Industrial_Zone_1
2026-04-30 02:00:00,422.19,37.2,33.91,Dubai_Industrial_Zone_1
2026-04-30 02:30:00,436.04,34.45,55.09,Dubai_Industrial_Zone_1
2026-04-30 03:00:00,431.74,38.97,49.48,Dubai_Industrial_Zone_1
2026-04-30 03:30:00,429.36,39.87,25.49,Dubai_Industrial_Zone_1
2026-04-30 04:00:00,434.46,39.56,20.0,Dubai_Industrial_Zone_1
2026-04-30 04:30:00,432.49,39.3,20.0,Dubai_Industrial_Zone_1
2026-04-30 05:00:00,435.92,40.3,42.31,Dubai_Industrial_Zone_1
2026-04-30 05:30:00,446.41,39.11,47.71,Dubai_Industrial_Zone_1
2026-04-30 06:00:00,435.11,39.69,46.66,Dubai_Industrial_Zone_1
2026-04-30 06:30:00,439.1,40.55,36.5,Dubai_Industrial_Zone_1
2026-04-30 07:00:00,444.4,38.95,48.3,Dubai_Industrial_Zone_1
2026-04-30 07:30:00,441.49,38.86,31.46,Dubai_Industrial_Zone_1
2026-04-30 08:00:00,434.69,36.51,42.09,Dubai_Industrial_Zone_1
2026-04-30 08:30:00,433.94,37.53,37.38,Dubai_Industrial_Zone_1
2026-04-30 09:00:00,430.56,38.31,42.71,Dubai_Industrial_Zone_1
2026-04-30 09:30:00,433.85,34.89,35.03,Dubai_Industrial_Zone_1
2026-04-30 10:00:00,418.35,33.3,51.8,Dubai_Industrial_Zone_1
2026-04-30 10:30:00,430.85,36.01,41.47,Dubai_Industrial_Zone_1
2026-04-30 11:00:00,430.8,36.73,54.4,Dubai_Industrial_Zone_1
2026-04-30 11:30:00,409.58,34.88,26.94,Dubai_Industrial_Zone_1
2026-04-30 12:00:00,411.87,33.59,26.01,Dubai_Industrial_Zone_1
2026-04-30 12:30:00,410.98,31.73,57.29,Dubai_Industrial_Zone_1
2026-04-30 13:00:00,397.38,29.31,60.0,Dubai_Industrial_Zone_1
2026-04-30 13:30:00,390.68,26.01,60.0,Dubai_Industrial_Zone_1
2026-04-30 14:00:00,387.23,26.72,46.27,Dubai_Industrial_Zone_1
2026-04-30 14:30:00,397.33,29.46,54.5,Dubai_Industrial_Zone_1
2026-04-30 15:00:00,391.33,25.54,46.9,Dubai_Industrial_Zone_1
2026-04-30 15:30:00,380.83,26.19,30.73,Dubai_Industrial_Zone_1
2026-04-30 16:00:00,376.88,26.39,55.18,Dubai_Industrial_Zone_1
2026-04-30 16:30:00,373.32,25.27,30.61,Dubai_Industrial_Zone_1
2026-04-30 17:00:00,376.82,24.93,39.41,Dubai_Industrial_Zone_1
2026-04-30 17:30:00,389.48,24.89,60.0,Dubai_Industrial_Zone_1
2026-04-30 18:00:00,382.25,21.65,60.0,Dubai_Industrial_Zone_1
2026-04-30 18:30:00,376.36,25.31,46.65,Dubai_Industrial_Zone_1
2026-04-30 19:00:00,393.45,24.55,33.29,Dubai_Industrial_Zone_1
2026-04-30 19:30:00,378.35,23.38,40.87,Dubai_Industrial_Zone_1
2026-04-30 20:00:00,382.98,26.6,37.18,Dubai_Industrial_Zone_1
2026-04-30 20:30:00,384.9,24.5,43.75,Dubai_Industrial_Zone_1
2026-04-30 21:00:00,393.53,27.24,33.49,Dubai_Industrial_Zone_1
2026-04-30 21:30:00,389.25,24.11,43.23,Dubai_Industrial_Zone_1
2026-04-30 22:00:00,396.16,28.24,44.82,Dubai_Industrial_Zone_1
2026-04-30 22:30:00,404.84,32.34,54.52,Dubai_Industrial_Zone_1
2026-04-30 23:00:00,406.6,25.87,36.54,Dubai_Industrial_Zone_1
2026-04-30 23:30:00,412.95,29.55,52.41,Dubai_Industrial_Zone_1
2026-05-01 00:00:00,414.13,32.47,55.85,Dubai_Industrial_Zone_1
2026-05-01 00:30:00,407.02,30.88,47.6,Dubai_Industrial_Zone_1
2026-05-01 01:00:00,412.39,34.28,49.68,Dubai_Industrial_Zone_1
2026-05-01 01:30:00,427.21,38.7,42.62,Dubai_Industrial_Zone_1
2026-05-01 02:00:00,425.99,33.82,46.08,Dubai_Industrial_Zone_1
2026-05-01 02:30:00,435.53,37.19,20.0,Dubai_Industrial_Zone_1
2026-05-01 03:00:00,422.96,38.54,20.0,Dubai_Industrial_Zone_1
2026-05-01 03:30:00,436.36,38.42,32.99,Dubai_Industrial_Zone_1
2026-05-01 04:00:00,435.53,39.04,49.31,Dubai_Industrial_Zone_1
2026-05-01 04:30:00,433.41,37.38,38.7,Dubai_Industrial_Zone_1
2026-05-01 05:00:00,441.4,39.94,44.22,Dubai_Industrial_Zone_1
2026-05-01 05:30:00,438.58,37.79,29.05,Dubai_Industrial_Zone_1
2026-05-01 06:00:00,441.3,39.39,49.67,Dubai_Industrial_Zone_1
2026-05-01 06:30:00,435.11,41.44,24.13,Dubai_Industrial_Zone_1
2026-05-01 07:00:00,438.33,37.71,42.7,Dubai_Industrial_Zone_1
2026-05-01 07:30:00,434.46,38.37,51.55,Dubai_Industrial_Zone_1
2026-05-01 08:00:00,434.08,37.35,39.68,Dubai_Industrial_Zone_1
2026-05-01 08:30:00,425.91,37.99,48.06,Dubai_Industrial_Zone_1
2026-05-01 09:00:00,433.97,36.32,24.27,Dubai_Industrial_Zone_1
2026-05-01 09:30:00,430.67,36.96,42.09,Dubai_Industrial_Zone_1
2026-05-01 10:00:00,422.57,38.35,24.06,Dubai_Industrial_Zone_1
2026-05-01 10:30:00,416.98,35.18,55.84,Dubai_Industrial_Zone_1
2026-05-01 11:00:00,425.81,34.12,47.67,Dubai_Industrial_Zone_1
2026-05-01 11:30:00,417.37,34.6,51.36,Dubai_Industrial_Zone_1
2026-05-01 12:00:00,407.17,33.84,30.27,Dubai_Industrial_Zone_1
2026-05-01 12:30:00,405.36,28.81,32.46,Dubai_Industrial_Zone_1
2026-05-01 13:00:00,404.33,28.76,34.68,Dubai_Industrial_Zone_1
2026-05-01 13:30:00,392.46,27.12,27.93,Dubai_Industrial_Zone_1
2026-05-01 14:00:00,401.99,26.11,50.88,Dubai_Industrial_Zone_1
2026-05-01 14:30:00,397.49,27.61,60.0,Dubai_Industrial_Zone_1
2026-05-01 15:00:00,385.73,23.85,49.15,Dubai_Industrial_Zone_1
2026-05-01 15:30:00,383.2,24.04,60.0,Dubai_Industrial_Zone_1
2026-05-01 16:00:00,386.18,24.81,60.0,Dubai_Industrial_Zone_1
2026-05-01 16:30:00,389.03,24.66,51.07,Dubai_Industrial_Zone_1
2026-05-01 17:00:00,377.57,26.56,44.38,Dubai_Industrial_Zone_1
2026-05-01 17:30:00,374.49,22.58,37.74,Dubai_Industrial_Zone_1
2026-05-01 18:00:00,384.5,22.41,27.86,Dubai_Industrial_Zone_1
2026-05-01 18:30:00,388.02,26.91,50.02,Dubai_Industrial_Zone_1
2026-05-01 19:00:00,383.42,26.17,43.95,Dubai_Industrial_Zone_1
2026-05-01 19:30:00,382.26,25.45,60.0,Dubai_Industrial_Zone_1
2026-05-01 20:00:00,385.45,27.11,47.33,Dubai_Industrial_Zone_1
2026-05-01 20:30:00,388.93,22.17,41.72,Dubai_Industrial_Zone_1
2026-05-01 21:00:00,390.56,29.79,39.96,Dubai_Industrial_Zone_1
2026-05-01 21:30:00,392.02,27.04,57.57,Dubai_Industrial_Zone_1
2026-05-01 22:00:00,395.36,28.03,34.34,Dubai_Industrial_Zone_1
2026-05-01 22:30:00,395.7,28.47,31.56,Dubai_Industrial_Zone_1
2026-05-01 23:00:00,400.54,28.59,33.15,Dubai_Industrial_Zone_1
2026-05-01 23:30:00,403.65,33.25,56.2,Dubai_Industrial_Zone_1
2026-05-02 00:00:00,406.44,28.66,60.0,Dubai_Industrial_Zone_1
2026-05-02 00:30:00,415.63,36.54,38.77,Dubai_Industrial_Zone_1
2026-05-02 01:00:00,412.52,34.67,22.73,Dubai_Industrial_Zone_1
2026-05-02 01:30:00,422.07,39.33,43.07,Dubai_Industrial_Zone_1
2026-05-02 02:00:00,427.17,34.94,43.23,Dubai_Industrial_Zone_1
2026-05-02 02:30:00,426.93,35.89,37.91,Dubai_Industrial_Zone_1
2026-05-02 03:00:00,428.45,41.34,20.0,Dubai_Industrial_Zone_1
2026-05-02 03:30:00,446.19,39.05,25.39,Dubai_Industrial_Zone_1
2026-05-02 04:00:00,435.49,36.93,34.15,Dubai_Industrial_Zone_1
2026-05-02 04:30:00,433.88,40.8,20.0,Dubai_Industrial_Zone_1
2026-05-02 05:00:00,436.3,39.86,47.35,Dubai_Industrial_Zone_1
2026-05-02 05:30:00,438.53,38.28,38.7,Dubai_Industrial_Zone_1
2026-05-02 06:00:00,437.19,40.09,25.86,Dubai_Industrial_Zone_1
2026-05-02 06:30:00,444.64,43.44,43.99,Dubai_Industrial_Zone_1
2026-05-02 07:00:00,435.07,40.17,40.88,Dubai_Industrial_Zone_1
2026-05-02 07:30:00,442.3,38.7,47.35,Dubai_Industrial_Zone_1
2026-05-02 08:00:00,440.19,39.96,41.96,Dubai_Industrial_Zone_1
2026-05-02 08:30:00,434.26,35.11,40.29,Dubai_Industrial_Zone_1
2026-05-02 09:00:00,429.04,37.94,24.38,Dubai_Industrial_Zone_1
2026-05-02 09:30:00,430.27,38.76,32.73,Dubai_Industrial_Zone_1
2026-05-02 10:00:00,414.85,33.52,57.35,Dubai_Industrial_Zone_1
2026-05-02 10:30:00,427.11,31.01,24.14,Dubai_Industrial_Zone_1
2026-05-02 11:00:00,409.0,32.73,50.06,Dubai_Industrial_Zone_1
2026-05-02 11:30:00,415.66,34.6,30.51,Dubai_Industrial_Zone_1
2026-05-02 12:00:00,402.5,32.75,35.98,Dubai_Industrial_Zone_1
2026-05-02 12:30:00,404.93,31.52,37.59,Dubai_Industrial_Zone_1
2026-05-02 13:00:00,406.18,28.14,30.92,Dubai_Industrial_Zone_1
2026-05-02 13:30:00,397.92,27.73,58.18,Dubai_Industrial_Zone_1
2026-05-02 14:00:00,397.52,25.52,45.28,Dubai_Industrial_Zone_1
2026-05-02 14:30:00,392.76,25.91,36.64,Dubai_Industrial_Zone_1
2026-05-02 15:00:00,394.21,27.65,50.74,Dubai_Industrial_Zone_1
2026-05-02 15:30:00,389.04,22.97,60.0,Dubai_Industrial_Zone_1
2026-05-02 16:00:00,383.13,24.04,45.08,Dubai_Industrial_Zone_1
2026-05-02 16:30:00,384.66,22.57,43.39,Dubai_Industrial_Zone_1
2026-05-02 17:00:00,382.76,22.6,59.3,Dubai_Industrial_Zone_1
2026-05-02 17:30:00,378.8,22.02,48.75,Dubai_Industrial_Zone_1
2026-05-02 18:00:00,376.46,23.87,45.37,Dubai_Industrial_Zone_1
2026-05-02 18:30:00,382.74,24.45,52.35,Dubai_Industrial_Zone_1
2026-05-02 19:00:00,388.47,25.97,33.78,Dubai_Industrial_Zone_1
2026-05-02 19:30:00,389.45,25.76,56.74,Dubai_Industrial_Zone_1
2026-05-02 20:00:00,381.4,21.68,30.18,Dubai_Industrial_Zone_1
2026-05-02 20:30:00,374.73,27.66,27.89,Dubai_Industrial_Zone_1
2026-05-02 21:00:00,387.46,26.74,60.0,Dubai_Industrial_Zone_1
2026-05-02 21:30:00,392.9,29.88,41.62,Dubai_Industrial_Zone_1
2026-05-02 22:00:00,402.89,24.89,34.96,Dubai_Industrial_Zone_1
2026-05-02 22:30:00,389.28,33.54,26.19,Dubai_Industrial_Zone_1
2026-05-02 23:00:00,400.18,27.08,27.47,Dubai_Industrial_Zone_1
2026-05-02 23:30:00,418.53,31.79,34.93,Dubai_Industrial_Zone_1
2026-05-03 00:00:00,417.33,32.13,37.58,Dubai_Industrial_Zone_1
2026-05-03 00:30:00,408.08,33.56,48.59,Dubai_Industrial_Zone_1
2026-05-03 01:00:00,411.13,34.08,57.08,Dubai_Industrial_Zone_1
2026-05-03 01:30:00,435.0,33.54,49.98,Dubai_Industrial_Zone_1
2026-05-03 02:00:00,417.32,34.36,32.68,Dubai_Industrial_Zone_1
2026-05-03 02:30:00,432.86,34.39,34.86,Dubai_Industrial_Zone_1
2026-05-03 03:00:00,429.65,37.4,34.09,Dubai_Industrial_Zone_1
2026-05-03 03:30:00,442.42,37.75,20.0,Dubai_Industrial_Zone_1
2026-05-03 04:00:00,445.03,37.74,35.02,Dubai_Industrial_Zone_1
2026-05-03 04:30:00,431.05,39.1,27.27,Dubai_Industrial_Zone_1
2026-05-03 05:00:00,440.4,38.6,31.49,Dubai_Industrial_Zone_1
2026-05-03 05:30:00,448.06,38.81,43.84,Dubai_Industrial_Zone_1
2026-05-03 06:00:00,445.54,43.4,29.04,Dubai_Industrial_Zone_1
2026-05-03 06:30:00,444.69,42.18,31.33,Dubai_Industrial_Zone_1
2026-05-03 07:00:00,436.62,34.78,35.33,Dubai_Industrial_Zone_1
2026-05-03 07:30:00,434.06,35.69,29.9,Dubai_Industrial_Zone_1
2026-05-03 08:00:00,435.69,38.99,33.31,Dubai_Industrial_Zone_1
2026-05-03 08:30:00,437.82,39.02,46.01,Dubai_Industrial_Zone_1
2026-05-03 09:00:00,432.28,35.91,42.26,Dubai_Industrial_Zone_1
2026-05-03 09:30:00,429.58,37.73,43.87,Dubai_Industrial_Zone_1
2026-05-03 10:00:00,424.68,35.07,57.47,Dubai_Industrial_Zone_1
2026-05-03 10:30:00,420.17,41.37,39.49,Dubai_Industrial_Zone_1
2026-05-03 11:00:00,420.16,33.4,57.06,Dubai_Industrial_Zone_1
2026-05-03 11:30:00,418.44,31.33,52.99,Dubai_Industrial_Zone_1
2026-05-03 12:00:00,416.42,33.8,54.68,Dubai_Industrial_Zone_1
2026-05-03 12:30:00,404.41,29.81,54.2,Dubai_Industrial_Zone_1
2026-05-03 13:00:00,407.84,30.0,42.88,Dubai_Industrial_Zone_1
2026-05-03 13:30:00,392.25,27.45,39.75,Dubai_Industrial_Zone_1
2026-05-03 14:00:00,397.52,29.27,37.19,Dubai_Industrial_Zone_1
2026-05-03 14:30:00,387.08,25.74,39.47,Dubai_Industrial_Zone_1
2026-05-03 15:00:00,391.16,24.82,43.65,Dubai_Industrial_Zone_1
2026-05-03 15:30:00,382.66,25.93,60.0,Dubai_Industrial_Zone_1
2026-05-03 16:00:00,386.76,22.85,50.37,Dubai_Industrial_Zone_1
2026-05-03 16:30:00,387.68,24.29,30.54,Dubai_Industrial_Zone_1
2026-05-03 17:00:00,375.09,26.55,37.48,Dubai_Industrial_Zone_1
2026-05-03 17:30:00,375.53,23.63,45.27,Dubai_Industrial_Zone_1
2026-05-03 18:00:00,370.58,18.48,57.24,Dubai_Industrial_Zone_1
2026-05-03 18:30:00,379.92,23.26,54.02,Dubai_Industrial_Zone_1
2026-05-03 19:00:00,379.87,27.13,50.3,Dubai_Industrial_Zone_1
2026-05-03 19:30:00,385.07,25.03,52.03,Dubai_Industrial_Zone_1
2026-05-03 20:00:00,384.57,23.31,36.95,Dubai_Industrial_Zone_1
2026-05-03 20:30:00,388.91,24.92,30.53,Dubai_Industrial_Zone_1
2026-05-03 21:00:00,390.62,27.03,60.0,Dubai_Industrial_Zone_1
2026-05-03 21:30:00,398.57,28.78,28.74,Dubai_Industrial_Zone_1
2026-05-03 22:00:00,385.31,32.99,39.98,Dubai_Industrial_Zone_1
2026-05-03 22:30:00,399.44,27.19,50.98,Dubai_Industrial_Zone_1
2026-05-03 23:00:00,401.96,28.54,56.08,Dubai_Industrial_Zone_1
2026-05-03 23:30:00,409.57,32.28,43.16,Dubai_Industrial_Zone_1
2026-05-04 00:00:00,412.6,30.83,27.88,Dubai_Industrial_Zone_1
2026-05-04 00:30:00,411.45,36.21,50.31,Dubai_Industrial_Zone_1
2026-05-04 01:00:00,418.63,35.53,51.32,Dubai_Industrial_Zone_1
2026-05-04 01:30:00,426.62,31.88,51.47,Dubai_Industrial_Zone_1
